"0,1,2,3,4,6,7,18",1.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,-0.0,1.0,1.0,-0.0,-1.0
"0,1,2,3,4,6,7,18",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,6,7,18",-1.0,-0.0,-0.0,1.0,-0.0,1.0,-0.0,-0.0,-1.0,-1.0,-1.0,-0.0

"0,1,2,3,4,7,10,17",-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,10,17",-0.0,-0.0,-1.0,-1.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,10,17",-1.0,1.0,-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,1.0
"0,1,2,3,4,7,10,17",-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,1.0
"0,1,2,3,4,7,10,17",1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,1.0,-0.0
"0,1,2,3,4,7,10,17",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,10,17",1.0,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,1.0,1.0,-0.0,-1.0
"0,1,2,3,4,7,10,17",-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0

"0,1,2,3,4,7,10,18",-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,10,18",-0.0,-0.0,-1.0,-1.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,10,18",-1.0,1.0,-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,1.0
"0,1,2,3,4,7,10,18",-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-0.0,1.0
"0,1,2,3,4,7,10,18",1.0,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-0.0,1.0,-1.0,-1.0
"0,1,2,3,4,7,10,18",-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,10,18",1.0,-1.0,-0.0,-0.0,-0.0,-1.0,-0.0,-0.0,1.0,1.0,-0.0,-1.0
"0,1,2,3,4,7,10,18",-0.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-1.0,-1.0

"0,1,2,3,4,7,10,19",-0.0,-0.0,-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,10,19",-0.0,-0.0,-1.0,-1.0,-1.0,-0.0,-0.0,1.0,-0.0,-0.0,-0.0,-0.0
"0,1,2,3,4,7,10,19",-1.0,-0.0,-0.0,-1.0,-1.0,-0.0,-1.0,-0.0,-0.0,-0.0,-1.0,-1.0
"0,1,2,3,4,7,10,19",-1.0,-1.0,-0.0,-0.0,-0.0,-0.0,-1.0,-0.0,-1.0,-1.0,-1.0,-1.0
